contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiry,underlying,fetch_time
AAPL250808C00187500,2025-08-01 19:05:54+00:00,187.5,15.4,15.15,15.5,-5.6000004,-26.666668,112.0,18,0.44482977050781247,True,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00190000,2025-08-01 19:40:23+00:00,190.0,13.1,12.85,13.15,-5.8599987,-30.90717,411.0,1010,0.414068359375,True,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00192500,2025-08-01 19:34:16+00:00,192.5,11.11,10.65,10.9,-6.5600004,-37.125072,100.0,58,0.39014281738281253,True,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00195000,2025-08-01 19:59:24+00:00,195.0,8.6,8.5,8.7,-6.0,-41.09589,1899.0,217,0.3610903735351562,True,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00197500,2025-08-01 19:58:45+00:00,197.5,6.66,6.6,6.75,-5.74,-46.29032,1582.0,198,0.3461979443359374,True,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00200000,2025-08-01 19:59:59+00:00,200.0,4.96,4.85,5.05,-5.74,-53.64486,7363.0,1696,0.3364324169921875,True,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00202500,2025-08-01 19:59:58+00:00,202.5,3.5,3.45,3.6,-5.4300003,-60.806274,18384.0,2126,0.327155166015625,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00205000,2025-08-01 19:59:59+00:00,205.0,2.35,2.34,2.37,-4.9,-67.586205,34704.0,2591,0.3133613586425781,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00207500,2025-08-01 19:59:54+00:00,207.5,1.51,1.49,1.53,-4.4399996,-74.62184,34448.0,3266,0.3103096313476562,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00210000,2025-08-01 19:59:59+00:00,210.0,0.95,0.92,0.96,-3.7,-79.56989,38066.0,6719,0.3107979077148437,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00212500,2025-08-01 19:59:56+00:00,212.5,0.57,0.57,0.6,-3.13,-84.5946,19481.0,5312,0.3154365332031249,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00215000,2025-08-01 19:59:58+00:00,215.0,0.36,0.36,0.37,-2.3400002,-86.66667,32941.0,9955,0.32080757324218745,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00217500,2025-08-01 19:57:13+00:00,217.5,0.25,0.23,0.26,-1.75,-87.5,12747.0,3755,0.336920693359375,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00220000,2025-08-01 19:59:58+00:00,220.0,0.16,0.16,0.17,-1.2900001,-88.965515,23756.0,17975,0.34766277343749996,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00222500,2025-08-01 19:59:40+00:00,222.5,0.12,0.11,0.13,-0.93999994,-88.679245,13536.0,5597,0.367193828125,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00225000,2025-08-01 19:59:22+00:00,225.0,0.08,0.08,0.09,-0.75,-90.36144,17307.0,15237,0.3789124609375,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00227500,2025-08-01 19:59:27+00:00,227.5,0.06,0.05,0.06,-0.52,-89.655174,5454.0,2250,0.38867798828125,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00230000,2025-08-01 19:59:14+00:00,230.0,0.05,0.04,0.05,-0.39,-88.63636,6538.0,9590,0.40820904296875,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00232500,2025-08-01 19:45:24+00:00,232.5,0.03,0.03,0.04,-0.32,-91.42857,798.0,1855,0.42578699218750005,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00235000,2025-08-01 19:50:03+00:00,235.0,0.03,0.02,0.03,-0.22999999,-88.46153,2834.0,6661,0.437505625,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00237500,2025-08-01 19:02:44+00:00,237.5,0.02,0.02,0.03,-0.2,-90.909096,904.0,851,0.46484910156250003,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00240000,2025-08-01 19:33:04+00:00,240.0,0.01,0.01,0.02,-0.17,-94.44444,1702.0,3580,0.4687553125,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00245000,2025-08-01 19:47:36+00:00,245.0,0.01,0.0,0.01,-0.11,-91.66667,684.0,1803,0.48438015625,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00250000,2025-08-01 18:38:33+00:00,250.0,0.01,0.0,0.01,-0.060000002,-85.71429,377.0,3139,0.500005,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00255000,2025-08-01 15:59:02+00:00,255.0,0.01,0.0,0.01,-0.049999997,-83.33333,50.0,542,0.5468795312500001,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00260000,2025-08-01 13:30:00+00:00,260.0,0.01,0.0,0.01,-0.03,-75.0,22.0,1640,0.57812921875,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00265000,2025-08-01 13:30:00+00:00,265.0,0.03,0.0,0.01,0.0,0.0,1.0,443,0.6250037500000001,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00270000,2025-08-01 13:30:00+00:00,270.0,0.01,0.0,0.02,-0.01,-50.0,127.0,211,0.70312796875,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00275000,2025-08-01 14:03:39+00:00,275.0,0.01,0.0,0.01,-0.01,-50.0,250.0,605,0.70312796875,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00280000,2025-08-01 13:30:02+00:00,280.0,0.01,0.0,0.01,0.0,0.0,1.0,304,0.73437765625,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00285000,2025-07-31 15:01:38+00:00,285.0,0.01,0.0,0.01,0.0,0.0,9.0,70,0.7812521875,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00290000,2025-07-31 15:02:34+00:00,290.0,0.01,0.0,0.01,0.0,0.0,1.0,25,0.8125018749999999,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00295000,2025-07-17 14:15:20+00:00,295.0,0.02,0.0,0.01,0.0,0.0,1.0,3,0.8437515624999999,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00300000,2025-07-31 13:44:14+00:00,300.0,0.01,0.0,0.01,0.0,0.0,1.0,5,0.87500125,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00315000,2025-07-29 13:57:43+00:00,315.0,0.01,0.0,0.01,0.0,0.0,2.0,3,0.9687503125,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00320000,2025-07-10 15:07:38+00:00,320.0,0.01,0.0,0.01,0.0,0.0,,1,1.000005,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808C00325000,2025-08-01 14:57:29+00:00,325.0,0.01,0.0,0.01,0.0,0.0,1.0,22,1.0312548437500002,False,REGULAR,USD,call,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00110000,2025-07-31 19:56:20+00:00,110.0,0.01,0.0,0.01,0.0,0.0,2.0,42,1.3750031249999999,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00120000,2025-07-31 18:20:50+00:00,120.0,0.01,0.0,0.01,0.0,0.0,1.0,74,1.1875040625,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00125000,2025-07-28 13:58:57+00:00,125.0,0.01,0.0,0.22,0.0,0.0,60.0,81,1.4921900390624998,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00130000,2025-07-31 18:15:02+00:00,130.0,0.01,0.0,0.01,0.0,0.0,1.0,20,1.000005,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00135000,2025-08-01 19:35:59+00:00,135.0,0.01,0.0,0.01,-0.01,-50.0,3.0,44,0.937500625,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00140000,2025-08-01 16:20:17+00:00,140.0,0.01,0.0,0.01,-0.01,-50.0,1.0,6255,0.8437515624999999,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00145000,2025-08-01 19:24:45+00:00,145.0,0.01,0.0,0.02,-0.02,-66.66667,182.0,245,0.8281267187499999,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00150000,2025-08-01 17:28:16+00:00,150.0,0.01,0.01,0.02,-0.01,-50.0,89.0,359,0.7812521875,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00155000,2025-08-01 18:44:52+00:00,155.0,0.02,0.01,0.02,-0.030000001,-60.000004,270.0,638,0.6953155468750001,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00160000,2025-08-01 19:53:05+00:00,160.0,0.03,0.02,0.03,-0.049999997,-62.5,128.0,775,0.6562534375000001,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00165000,2025-08-01 19:57:17+00:00,165.0,0.04,0.03,0.04,-0.060000002,-60.000004,551.0,331,0.6015664843750002,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00170000,2025-08-01 19:58:48+00:00,170.0,0.05,0.05,0.06,-0.08,-61.538464,2039.0,1081,0.55273884765625,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00175000,2025-08-01 19:59:43+00:00,175.0,0.09,0.07,0.09,-0.09,-50.0,788.0,1065,0.5048877636718749,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00180000,2025-08-01 19:59:32+00:00,180.0,0.13,0.12,0.13,-0.17000002,-56.66667,3577.0,1077,0.445318046875,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00185000,2025-08-01 19:59:55+00:00,185.0,0.24,0.23,0.25,-0.24,-50.0,2687.0,1793,0.40430283203125,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00187500,2025-08-01 19:59:55+00:00,187.5,0.33,0.33,0.35,-0.29,-46.77419,1816.0,2961,0.383795224609375,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00190000,2025-08-01 19:59:56+00:00,190.0,0.49,0.49,0.51,-0.33999997,-40.963852,12210.0,3947,0.36646141357421874,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00192500,2025-08-01 19:59:51+00:00,192.5,0.74,0.73,0.76,-0.38,-33.92857,5293.0,3771,0.3518131225585937,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00195000,2025-08-01 19:59:48+00:00,195.0,1.13,1.11,1.14,-0.27999997,-19.858154,12516.0,6576,0.3391179370117187,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00197500,2025-08-01 19:59:57+00:00,197.5,1.65,1.66,1.69,-0.27999997,-14.507771,9684.0,2526,0.3276434423828125,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00200000,2025-08-01 19:59:56+00:00,200.0,2.44,2.45,2.5,-0.21000004,-7.924529,23709.0,8712,0.32068550415039054,False,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00202500,2025-08-01 19:59:34+00:00,202.5,3.54,3.45,3.6,0.18000007,5.3571453,13382.0,1414,0.31653515502929686,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00205000,2025-08-01 19:59:33+00:00,205.0,4.8,4.8,4.95,0.4000001,9.090911,14439.0,4832,0.3096992858886719,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00207500,2025-08-01 19:59:03+00:00,207.5,6.6,6.45,6.65,1.0499997,18.918913,10290.0,2177,0.3103096313476562,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00210000,2025-08-01 19:58:44+00:00,210.0,8.55,8.3,8.7,1.9000001,28.57143,9765.0,4482,0.32569033691406246,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00212500,2025-08-01 19:48:49+00:00,212.5,10.69,10.45,10.7,2.6399994,32.795025,3260.0,1537,0.31201859863281245,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00215000,2025-08-01 19:58:02+00:00,215.0,13.05,12.6,13.2,3.3000002,33.846153,1505.0,1706,0.362311064453125,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00217500,2025-08-01 17:59:25+00:00,217.5,14.44,14.8,15.65,2.9899998,26.113537,139.0,256,0.40039662109375,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00220000,2025-08-01 19:21:30+00:00,220.0,17.81,17.4,18.1,3.9199991,28.221735,163.0,590,0.43506424316406256,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00222500,2025-08-01 18:35:11+00:00,222.5,18.91,19.7,20.5,4.26,29.0785,15.0,266,0.45313046875,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00225000,2025-08-01 17:01:00+00:00,225.0,21.5,22.45,23.1,3.3899994,18.718935,102.0,1102,0.5200243310546875,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00227500,2025-08-01 16:28:26+00:00,227.5,24.68,24.65,25.9,5.380001,27.875652,9.0,81,0.629886513671875,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00230000,2025-08-01 18:54:53+00:00,230.0,26.2,27.3,28.2,5.3500004,25.659475,64.0,67,0.6264685791015626,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00232500,2025-08-01 13:32:56+00:00,232.5,20.4,29.75,30.7,-1.5500011,-7.061508,4.0,25,0.6660189648437502,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00235000,2025-08-01 19:34:13+00:00,235.0,31.9,31.85,33.35,5.8999996,22.692307,3.0,13,0.7426783544921874,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00240000,2025-08-01 14:04:40+00:00,240.0,33.99,37.15,38.15,8.290001,32.256813,88.0,7,0.7651390673828126,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00245000,2025-07-08 17:13:14+00:00,245.0,35.0,42.2,43.35,0.0,0.0,2.0,0,0.6738313867187502,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00250000,2025-07-25 14:50:25+00:00,250.0,35.5,47.15,48.25,0.0,0.0,6.0,0,0.6679720703125002,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00255000,2025-08-01 13:34:06+00:00,255.0,43.05,51.85,53.2,-3.3899994,-7.299741,1.0,0,0.9873048144531251,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00260000,2025-07-25 18:38:40+00:00,260.0,46.07,57.2,58.25,0.0,0.0,1.0,0,0.8007832421875,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
AAPL250808P00265000,2025-08-01 13:30:04+00:00,265.0,53.7,62.1,63.3,-2.6499977,-4.702747,5.0,0,0.8242205078124999,True,REGULAR,USD,put,2025-08-08,AAPL,2025-08-02 22:29:11.642602
