contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiry,underlying,fetch_time
AAPL250829P00160000,2025-08-01 19:51:29+00:00,160.0,0.2,0.18,0.21,-0.03999999,-16.666664,73.0,173,0.43506424316406256,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00165000,2025-08-01 18:10:52+00:00,165.0,0.25,0.26,0.29,-0.060000002,-19.35484,184.0,219,0.40820904296875,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00170000,2025-08-01 19:59:24+00:00,170.0,0.42,0.39,0.42,0.0,0.0,204.0,867,0.3845276391601562,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00175000,2025-08-01 19:48:36+00:00,175.0,0.59,0.59,0.62,-0.02000004,-3.278695,109.0,337,0.36206692626953124,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00180000,2025-08-01 19:51:34+00:00,180.0,0.92,0.91,0.97,0.050000012,5.747128,502.0,714,0.3452213916015625,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00185000,2025-08-01 19:58:50+00:00,185.0,1.44,1.42,1.49,0.110000014,8.270678,423.0,965,0.3275213732910156,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00190000,2025-08-01 19:53:39+00:00,190.0,2.26,2.22,2.3,0.26,13.0,727.0,1326,0.31214066772460936,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00195000,2025-08-01 19:59:41+00:00,195.0,3.46,3.4,3.5,0.51,17.288136,560.0,1527,0.29798065307617183,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00200000,2025-08-01 19:59:12+00:00,200.0,5.14,5.1,5.25,0.75,17.084282,2133.0,1456,0.2866282275390625,False,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00205000,2025-08-01 19:52:43+00:00,205.0,7.55,7.4,7.6,1.4500003,23.770496,590.0,1770,0.2756420092773437,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00210000,2025-08-01 19:53:19+00:00,210.0,10.59,10.4,10.95,1.8500004,21.167053,393.0,1352,0.2825999475097656,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00215000,2025-08-01 19:53:19+00:00,215.0,14.29,13.9,14.35,2.6899996,23.18965,292.0,893,0.26306889282226564,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00220000,2025-08-01 17:58:34+00:00,220.0,18.65,18.1,18.9,4.9399996,36.03209,21.0,488,0.287970987548828,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00225000,2025-08-01 16:20:10+00:00,225.0,22.52,22.8,23.85,4.700001,26.374865,27.0,158,0.33350275878906255,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00230000,2025-08-01 16:20:10+00:00,230.0,27.14,27.45,28.15,3.789999,16.231258,48.0,48,0.30689169677734374,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00235000,2025-08-01 16:18:30+00:00,235.0,32.5,32.45,33.0,10.9,50.46296,2.0,4,0.3227606787109374,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00240000,2025-08-01 16:18:30+00:00,240.0,37.47,37.0,38.3,5.720001,18.01575,5.0,48,0.40381455566406255,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00255000,2025-07-22 16:33:42+00:00,255.0,41.78,51.15,54.0,0.0,0.0,,0,0.5971719970703125,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00265000,2025-07-23 14:38:22+00:00,265.0,52.08,61.15,63.65,0.0,0.0,,0,0.6257361645507813,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
AAPL250829P00270000,2025-07-21 17:01:51+00:00,270.0,56.47,67.25,68.3,0.0,0.0,1.0,1,0.6054726953125001,True,REGULAR,USD,put,2025-08-29,AAPL,2025-08-02 21:19:14.702290
