contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiry,underlying,fetch_time
AAPL250822C00210000,2025-08-01 19:59:24+00:00,210.0,2.56,2.53,2.63,-3.5900002,-58.37399,2642.0,2458,0.2858958129882812,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00215000,2025-08-01 19:58:05+00:00,215.0,1.44,1.36,1.44,-2.71,-65.3012,2911.0,4346,0.2825999475097656,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00220000,2025-08-01 19:58:22+00:00,220.0,0.75,0.72,0.77,-1.8499999,-71.15385,3592.0,4378,0.28443098388671867,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00225000,2025-08-01 19:55:05+00:00,225.0,0.42,0.41,0.45,-1.1500001,-73.24841,3099.0,3121,0.29566134033203123,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00230000,2025-08-01 19:50:00+00:00,230.0,0.27,0.25,0.28,-0.75,-73.52941,2420.0,5175,0.3100654931640625,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00235000,2025-08-01 19:59:01+00:00,235.0,0.17,0.17,0.22,-0.43,-71.666664,1424.0,3763,0.3364324169921875,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00240000,2025-08-01 18:56:48+00:00,240.0,0.11,0.1,0.12,-0.31,-73.809525,1331.0,1901,0.3403386279296875,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00245000,2025-08-01 19:40:27+00:00,245.0,0.08,0.06,0.09,-0.2,-71.42857,238.0,531,0.35938140625,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00250000,2025-08-01 19:37:22+00:00,250.0,0.05,0.05,0.06,-0.16,-76.190475,149.0,775,0.372076591796875,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00255000,2025-08-01 16:41:28+00:00,255.0,0.04,0.03,0.05,-0.1,-71.42857,22.0,262,0.39258419921875,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00260000,2025-08-01 18:09:09+00:00,260.0,0.02,0.01,0.04,-0.09,-81.818184,40.0,225,0.4101621484375,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00265000,2025-08-01 13:50:20+00:00,265.0,0.02,0.02,0.03,-0.06,-75.0,8.0,32,0.42578699218750005,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00270000,2025-08-01 16:26:30+00:00,270.0,0.01,0.0,0.03,-0.049999997,-83.33333,136.0,306,0.45117736328125,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00275000,2025-07-31 14:42:35+00:00,275.0,0.06,0.0,0.02,0.0,0.0,100.0,200,0.45703667968750006,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00280000,2025-08-01 18:26:00+00:00,280.0,0.02,0.01,0.02,-0.030000001,-60.000004,1.0,26,0.4804739453125,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00285000,2025-08-01 18:26:46+00:00,285.0,0.02,0.0,0.02,-0.02,-50.0,6.0,17,0.5039112109375,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00290000,2025-07-31 19:59:54+00:00,290.0,0.02,0.0,0.02,0.0,0.0,1.0,22,0.5273484765625001,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00295000,2025-07-21 18:49:44+00:00,295.0,0.02,0.0,0.02,0.0,0.0,13.0,3,0.51562984375,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00300000,2025-07-16 18:00:42+00:00,300.0,0.02,0.0,0.02,0.0,0.0,,1,0.5390671093750001,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822C00320000,2025-07-21 14:05:04+00:00,320.0,0.02,0.0,0.1,0.0,0.0,,1,0.7148466015625,False,REGULAR,USD,call,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00110000,2025-08-01 16:39:02+00:00,110.0,0.01,0.0,0.03,-0.01,-50.0,105.0,17,0.867188828125,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00120000,2025-08-01 17:50:19+00:00,120.0,0.02,0.0,0.03,0.0,0.0,15.0,119,0.7500025,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00125000,2025-07-30 19:58:32+00:00,125.0,0.03,0.0,0.11,0.0,0.0,1.0,12,0.7929708203125,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00130000,2025-07-17 13:54:06+00:00,130.0,0.04,0.01,0.03,0.0,0.0,1.0,11,0.6601596484375001,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00135000,2025-07-31 19:53:30+00:00,135.0,0.04,0.01,0.04,0.0,0.0,1.0,6,0.6210975390625001,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00140000,2025-07-28 18:45:58+00:00,140.0,0.04,0.02,0.05,0.0,0.0,3.0,34,0.5898478515625001,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00145000,2025-08-01 17:36:52+00:00,145.0,0.05,0.03,0.06,-0.009999998,-16.666664,65.0,429,0.5546919531250001,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00150000,2025-08-01 17:24:59+00:00,150.0,0.07,0.05,0.08,-0.009999998,-12.499998,39.0,201,0.5273484765625001,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00155000,2025-08-01 19:52:19+00:00,155.0,0.09,0.07,0.1,0.010000005,12.500008,53.0,219,0.5019581054687501,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00160000,2025-08-01 19:17:51+00:00,160.0,0.11,0.11,0.13,-0.049999997,-31.25,44.0,193,0.46680220703125,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00165000,2025-08-01 17:56:57+00:00,165.0,0.15,0.16,0.19,0.010000005,7.1428614,106.0,166,0.43848217773437503,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00170000,2025-08-01 19:01:13+00:00,170.0,0.26,0.25,0.27,-0.030000001,-10.344829,141.0,863,0.40772076660156253,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00175000,2025-08-01 19:36:54+00:00,175.0,0.39,0.39,0.42,-0.04000002,-9.302331,198.0,144,0.3833069482421875,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00180000,2025-08-01 19:57:14+00:00,180.0,0.65,0.63,0.67,-0.04000002,-5.7971044,213.0,550,0.36084623535156246,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00185000,2025-08-01 19:56:45+00:00,185.0,1.03,1.05,1.11,-0.05000007,-4.6296363,419.0,1292,0.3430241479492187,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00190000,2025-08-01 19:59:41+00:00,190.0,1.76,1.73,1.8,0.17999995,11.392401,998.0,1161,0.32459171508789053,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00195000,2025-08-01 19:59:22+00:00,195.0,2.88,2.84,2.94,0.3800001,15.200004,1113.0,1630,0.3110420458984374,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00200000,2025-08-01 19:59:22+00:00,200.0,4.53,4.45,4.6,0.6400001,16.452446,1227.0,1636,0.2967599621582031,False,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00205000,2025-08-01 19:45:12+00:00,205.0,6.9,6.8,7.05,1.0999999,18.965515,1052.0,1190,0.28967995483398434,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00210000,2025-08-01 19:55:07+00:00,210.0,9.58,9.7,10.35,1.6799998,21.26582,1082.0,2109,0.291877198486328,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00215000,2025-08-01 18:54:15+00:00,215.0,13.5,13.65,14.2,2.6000004,23.853216,203.0,596,0.2929758203124999,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00220000,2025-08-01 19:48:35+00:00,220.0,17.55,18.1,18.45,2.5999994,17.3913,40.0,1451,0.29077857666015616,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00225000,2025-08-01 18:37:12+00:00,225.0,21.5,22.05,23.7,3.2800007,18.002201,27.0,44,0.3706117626953125,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00230000,2025-07-29 19:32:42+00:00,230.0,19.1,26.95,28.35,0.0,0.0,50.0,124,0.3820862573242187,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00235000,2025-08-01 13:43:14+00:00,235.0,26.6,32.05,33.7,0.30000114,1.1406888,27.0,13,0.4726615234375,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00240000,2025-07-23 14:44:44+00:00,240.0,27.7,36.9,38.2,0.0,0.0,,1,0.450200810546875,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
AAPL250822P00260000,2025-07-21 16:00:44+00:00,260.0,46.77,56.8,58.4,0.0,0.0,,0,0.6440465283203125,True,REGULAR,USD,put,2025-08-22,AAPL,2025-08-02 22:29:12.072941
